BIZ,DEP,SEC,Module,Code_Course,Course_Content,Course_Name,Position
TECH,ENG,MAIN,"Basic Skill",MN-008,"SPARE  PART","SPARE  PART",AC
TECH,ENG,MAIN,"Basic Skill",MN-009,"WATER  TREATMENT","WATER  TREATMENT",AC
TECH,ENG,MAIN,"Basic Skill",MN-003,MACHINE,MACHINE,AC
TECH,ENG,MAIN,"Basic Skill",MN-001,ระบบไฟฟ้าในโรงงาน,ระบบไฟฟ้าในโรงงาน,AC
TECH,ENG,MAIN,"Basic Skill",MN-002,"INSTRUTMENT  SYSTEM","INSTRUTMENT  SYSTEM",AC
TECH,ENG,MAIN,"SHE & Q Skill",SHE-002,"Safety for new comer ( ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่)",ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่,AC
TECH,ENG,MAIN,"Basic Skill",MN-011,วาล์วและการเลือกใช้ให้เหมาะสม,วาล์วและการเลือกใช้ให้เหมาะสม,AC
TECH,ENG,MAIN,"SHE & Q Skill",SHE-001,"การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ","การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ",AC
TECH,ENG,MAIN,"Basic Skill",MN-012,"ระเบียบปฏิบัติงานการซ่อมบำรุงรักษา TMSC- QP -0013 การซ่อมบำรุงรักษา","ระเบียบปฏิบัติงานการซ่อมบำรุงรักษา TMSC- QP -0013 การซ่อมบำรุงรักษา",AC
TECH,ENG,MAIN,"SHE & Q Skill",SHE-001,"การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ","การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-011,วาล์วและการเลือกใช้ให้เหมาะสม,วาล์วและการเลือกใช้ให้เหมาะสม,Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-012,"ระเบียบปฏิบัติงานการซ่อมบำรุงรักษา TMSC- QP -0013 การซ่อมบำรุงรักษา","ระเบียบปฏิบัติงานการซ่อมบำรุงรักษา TMSC- QP -0013 การซ่อมบำรุงรักษา",Sr.Opr
TECH,ENG,MAIN,"SHE & Q Skill",SHE-002,"Safety for new comer ( ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่)",ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่,Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-002,"INSTRUTMENT  SYSTEM","INSTRUTMENT  SYSTEM",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-003,MACHINE,MACHINE,Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-004,"ระบบ  SAFETY","ระบบ  SAFETY",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-001,ระบบไฟฟ้าในโรงงาน,ระบบไฟฟ้าในโรงงาน,Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-009,"WATER  TREATMENT","WATER  TREATMENT",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-008,"SPARE  PART","SPARE  PART",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-007,"การใช้เครื่องมือต่าง ๆ","การใช้เครื่องมือต่าง ๆ",Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-006,งานทางด้านเอกสาร,งานทางด้านเอกสาร,Sr.Opr
TECH,ENG,MAIN,"Basic Skill",MN-005,"ระบบ  P & I  FLOW  DIAGRAM","ระบบ  P & I  FLOW  DIAGRAM",Sr.Opr
TECH,ENG,MAIN,"Functional - Competency Skill",FC-OC-008,"Organization Commitment","Organization Commitment",Sr.Opr
TECH,ENG,MAIN,"Functional - Competency Skill",FC-CT-001,"Conceptual Thinking","Conceptual Thinking",Sr.Opr
TECH,ENG,MAIN,"Functional - Competency Skill",FC-COQ-002,"Concern for Ordeer and Quality","Concern for Ordeer and Quality",Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-TW-006,"Teamwork and cooperation ","Teamwork and cooperation ",Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-INT-005,Initiatieve,Initiatieve,Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-CL-003,"Change Leadership","Change Leadership",Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-CSO-004,"Customer Service Orientation","Customer Service Orientation",Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-AT-002,"Analytical Thinking","Analytical Thinking",Sr.Opr
TECH,ENG,MAIN,"Core - Competency Skill",CC-ACH-001,"Achievement Orientation","Achievement Orientation",Sr.Opr
TECH,ENG,MAIN,"Technical Skill ( Job Family )",TC-023,"ความรู้ และทักษะงานซ่อมบำรุงเครื่องจักร
(Machine Maintenance Skill)","Maintenance Skill",Sr.Opr
TECH,PRO,IRW,"Basic Skill",PDIRW-001," Plant Overview and General"," Plant Overview and General",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-002,"Support Activity","Support Activity",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-003,"DCS Operation","DCS Operation",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-004,"Field Operation","Field Operation",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-005,"Process Inspection","Process Inspection",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-006,"Multi Skill","Multi Skill",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-008,"(MCC Room) การใช้งานอุปกรณ์ต่างๆในห้องไฟฟ้า","(MCC Room) การใช้งานอุปกรณ์ต่างๆในห้องไฟฟ้า",MGR
TECH,PRO,IRW,"Basic Skill",PDIRW-009,"Operation Support","Operation Support",MGR
TECH,PRO,IRW,"SHE & Q Skill",SHE-005,"Safety Officer for Management (จป.บริหาร )","เจ้าหน้าที่ความปลอดภัยในการทำงานระดับบริหาร (Safety Officer for Management level)",MGR
TECH,PRO,IRW,"SHE & Q Skill",SHE-004,"Safety Officer for Supervisor (จป.หัวหน้างาน )","เจ้าหน้าที่ความปลอดภัยในการทำงานระดับหัวหน้างาน (Safety Officer for Supervisor level)",MGR
TECH,PRO,IRW,"SHE & Q Skill",SHE-002,"Safety for new comer ( ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่)",ความรู้เรื่องความปลอดภัยในการทำงานสำหรับพนักงานใหม่,MGR
TECH,PRO,IRW,"SHE & Q Skill",SHE-001,"การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ","การอบรมดับเพลิงขั้นต้น ( Basic Fire Fighting ) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-001,"ความรู้เกี่ยวกับผลิตภัณฑ์ และคุณลักษณะเฉพาะของผลิตภัณฑ์ (Product Knowledge and Product Specification)","Chemical knowledge of (IR)-Chemical knowledge of I (UU)",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-009,"ทักษะการจัดการข้อร้องเรียน และปัญหาคุณภาพสินค้า (Complain Management) ","ทักษะการจัดการข้อร้องเรียน และปัญหาคุณภาพสินค้า 
(Complain Management) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-003,"ความรู้ และทักษะงานวิศวกรรมเคมี (Chemical Engineering) ","Chemical Knowledge & Equipment (P&ID)",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-004,"ความรู้เกี่ยวกับกฎระเบียบ ข้อบังคับด้านมาตรฐานผลิตภัณฑ์ (Regulations) ","ความรู้เกี่ยวกับกฎระเบียบ ข้อบังคับด้านมาตรฐานผลิตภัณฑ์ (Regulations) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-006,"ความรู้ และทักษะงานวิศวอุตสาหการ (Industrial Engineering)","Knowledge of P&ID",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-008,"ความรู้เกี่ยวกับระบบการจัดการ 
(System Management) ","ความรู้เกี่ยวกับระบบการจัดการ 
(System Management) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-009,"ทักษะการจัดการข้อร้องเรียน และปัญหาคุณภาพสินค้า (Complain Management) ","ทักษะการจัดการข้อร้องเรียน และปัญหาคุณภาพสินค้า 
(Complain Management) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-010,"ทักษะการตรวจสอบคุณภาพ 
(Quality Inspection Skill) ","Quality Awareness & Problem",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-011,"ทักษะการบริหารจัดการงาน Utility (Utility Management) ","ทักษะการบริหารจัดการงาน Utility 
(Utility Management) ",MGR
TECH,PRO,IRW,"Technical Skill ( Job Family )",TC-012,"ทักษะการบริหารต้นทุนการผลิต 
(Cost Management)","Cost Management",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-ACH-001,"Achievement Orientation","Achievement Orientation",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-AT-002,"Analytical Thinking","Analytical Thinking",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-CL-003,"Change Leadership","Change Leadership",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-CSO-004,"Customer Service Orientation","Customer Service Orientation",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-INT-005,Initiatieve,Initiatieve,MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-TW-006,"Teamwork and cooperation ","Teamwork and cooperation ",MGR
TECH,PRO,IRW,"Functional - Competency Skill",FC-COQ-002,"Concern for Ordeer and Quality","Concern for Ordeer and Quality",MGR
TECH,PRO,IRW,"Functional - Competency Skill",FC-FLX-003,Flexibility,Flexibility,MGR
TECH,PRO,IRW,"Functional - Competency Skill",FC-OC-008,"Organization Commitment","Organization Commitment",MGR
TECH,PRO,IRW,"Leadership Skill ( Managerial Competency )",MC-TL-001-1,"Team Leadership ( TL)","Positive psychology for leadership",MGR
TECH,PRO,IRW,"Leadership Skill ( Managerial Competency )",MC-TL-001-2,"Team Leadership ( TL)","Problem solving & decision making",MGR
TECH,PRO,IRW,"Leadership Skill ( Managerial Competency )",MC-TL-001-3,"Team Leadership ( TL)","Emotional intelligence for leadership",MGR
TECH,PRO,IRW,"Leadership Skill ( Managerial Competency )",MC-DEV-002-1,"Developing Other","People development and developing employees capability",MGR
TECH,PRO,IRW,"Leadership Skill ( Managerial Competency )",MC-DEV-002-2,"Developing Other"," Coaching Skill",MGR
TECH,PRO,IRW,"Core - Competency Skill",CC-AT-002,"Analytical Thinking","Analytical Thinking",C
TECH,PRO,IRW,"Core - Competency Skill",CC-ACH-001,"Achievement Orientation","Achievement Orientation",C
